rank,inep_code,school,state,city,school_type,location,students,ch,cn,lc,mt,rd,average_exam
182,33447225,COLEGIO DE A A Z - UNIDADE BARRA,Rio de Janeiro,Rio de Janeiro,Privada,Urbana,111,622.46,581.79,606.24,719.89,882.16,682.51
183,35124199,ALBERT SABIN COLEGIO,São Paulo,São Paulo,Privada,Urbana,123,641.55,614.48,612.41,753.32,790.08,682.37
184,31329762,COL GENOMA,Minas Gerais,Governador Valadares,Privada,Urbana,65,615.36,592.36,605.44,726.86,870.77,682.16
185,26118165,COLEGIO EQUIPE,Pernambuco,Recife,Privada,Urbana,79,633.9,594.38,611.31,730.4,840,682
186,25306936,ESCOLA INTERNACIONAL CIDADE VIVA,Paraíba,João Pessoa,Privada,Urbana,24,612.4,610.64,606.84,717.44,862.5,681.96
187,21195534,ESCOLA CRESCIMENTO,Maranhão,São Luís,Privada,Urbana,68,638.55,592.66,609.99,739.72,828.82,681.95
188,25097539,COLEGIO E CURSO EVOLUCAO,Paraíba,João Pessoa,Privada,Urbana,71,630.14,596.76,605.1,732.48,843.38,681.57
189,31248401,COLEGIO DOM FERRAZ,Minas Gerais,Caxambu,Privada,Urbana,17,628.81,593.91,591.81,751.97,841.18,681.54
190,31166359,COLEGIO NOSSA SENHORA DAS DORES,Minas Gerais,Uberaba,Privada,Urbana,28,616.13,593,598.91,696.91,900.71,681.13
191,33087628,ANGLO AMERICANO ESCOLAS INTEGRADAS LTD,Rio de Janeiro,Rio de Janeiro,Privada,Urbana,20,623.36,601.88,605.6,716.76,857,680.92
192,33077029,COL BAHIENSE LTDA,Rio de Janeiro,Rio de Janeiro,Privada,Urbana,56,623.11,578.01,600.68,722.17,879.64,680.72
193,33063419,COL FRANCO BRASILEIRO,Rio de Janeiro,Rio de Janeiro,Privada,Urbana,73,633.14,597.09,609.35,717.37,846.03,680.59
194,35137881,ATIBAIA COLEGIO INTEGRADO DE,São Paulo,Atibaia,Privada,Urbana,36,625.27,605.55,607.97,699.53,864.44,680.55
195,43172440,COLEGIO LEONARDO DA VINCI- BETA,Rio Grande do Sul,Porto Alegre,Privada,Urbana,26,627.49,600.91,611.06,737.75,825.38,680.52
196,33139881,COLEGIO ATLANTICO MACAE LTDA - EPP,Rio de Janeiro,Macaé,Privada,Urbana,27,619.74,599.96,607.26,715.21,860,680.43
197,31279552,NUCLEO COMUNITARIO EDUCACIONAL DE CAETE,Minas Gerais,Caeté,Privada,Urbana,10,617.5,594.73,607.03,720.89,862,680.43
198,42020530,ASSOCIACAO EDUCACIONAL LUTERANA BOM JESUSIELUSC,Santa Catarina,Joinville,Privada,Urbana,85,631.51,615.2,603.57,720.79,831.06,680.42
199,33153450,COLEGIO PH,Rio de Janeiro,Niterói,Privada,Urbana,64,629.44,585.89,602.42,711.45,872.81,680.4
200,43164447,COLEGIO BOM JESUS NOSSA SENHORA APARECIDA,Rio Grande do Sul,Venâncio Aires,Privada,Urbana,15,635.75,596.33,596.99,700.65,872,680.34
201,31278726,ESCOLA SESI JOSE ALENCAR GOMES SILVA,Minas Gerais,UbÁ,Privada,Urbana,26,619.52,600,587.72,719.2,874.62,680.21
202,35439599,PARQUE ECOLOGICO INSTITUTO EDUCACIONAL,São Paulo,Indaiatuba,Privada,Urbana,26,634.33,605.67,609.88,714.98,836.15,680.2
203,52089550,COLEGIO VISAO,Goiás,Goiânia,Privada,Urbana,144,619.85,596.85,598.15,698.36,886.53,679.95
204,53015789,COL OLIMPO DE AGUAS CLARAS,Distrito Federal,Brasília,Privada,Urbana,43,627.62,622.06,602.72,716.79,830.23,679.88
205,15577740,E E F M ALVORADA,Pará,Marabá,Privada,Urbana,10,620.77,574.7,600.21,722.19,880,679.57
206,35125222,CIDADE DE BRAGANCA PTA COLEGIO,São Paulo,Bragança Paulista,Privada,Urbana,27,632,592.91,594.26,731.81,846.67,679.53
207,35112773,IMACULADA INSTITUTO EDUCACIONAL,São Paulo,Campinas,Privada,Urbana,60,634.98,608.75,603.52,733.69,816.67,679.52
208,29182409,COLEGIO MODULO,Bahia,Salvador,Privada,Urbana,38,620.19,603.07,607.23,724.44,842.63,679.51
209,24285323,OVER - LAGOA NOVA,Rio Grande do Norte,Natal,Privada,Urbana,28,629.24,587.71,589.89,716.76,872.86,679.29
210,31127965,COL JESUS MARIA JOSE,Minas Gerais,Poços de Caldas,Privada,Urbana,17,628.97,602.28,607.7,704.46,852.94,679.27
211,35139497,PENTAGONO COLEGIO UNIDADE CAIUBI,São Paulo,São Paulo,Privada,Urbana,30,621.96,596.38,598.66,701.88,876.67,679.11
212,52103250,COLEGIO NEXUS,Goiás,Anápolis,Privada,Urbana,76,608.87,600.32,598.5,699.2,888.42,679.06
213,13032020,LAVINIENSE ENSINO INTEGRADO E CE PINGO DE GENTE,Amazonas,Manaus,Privada,Urbana,33,622.94,588.78,609.57,713.79,860,679.02
214,26528711,COLEGIO 17 DE AGOSTO,Pernambuco,Recife,Privada,Urbana,13,622.55,606.08,603.9,700.68,861.54,678.95
215,52034054,COLEGIO PROGRESSIVO,Goiás,Goiânia,Privada,Urbana,47,615.96,596.76,595.76,701.85,884.26,678.92
216,31217166,INST EDUC GABRIELA LEOPOLDINA,Minas Gerais,Belo Horizonte,Privada,Urbana,12,626.64,602.38,600.63,714.12,850,678.75
217,35108145,MATER AMABILIS COLEGIO,São Paulo,Guarulhos,Privada,Urbana,73,630.44,607.52,610.5,744.81,800.27,678.71
218,35104985,BANDEIRANTES COLEGIO EFM,São Paulo,São Paulo,Privada,Urbana,379,635.31,612.24,618.12,749.97,776.89,678.51
219,25073214,ESC VIRGEM DE LOURDES,Paraíba,Campina Grande,Privada,Urbana,63,629.57,589.78,603.51,713.65,855.87,678.48
220,35115712,RAUL BAUAB DOUTOR FUNDACAO EDUCACIONAL COLEGIO,São Paulo,Jaú,Privada,Urbana,17,636.96,607.81,608.52,738.39,800,678.34
221,31123510,COLEGIO MARISTA,Minas Gerais,Patos de Minas,Privada,Urbana,11,616.36,592.05,599.76,681.66,901.82,678.33
222,35569227,EBENEZER CENTRO EDUCACIONAL,São Paulo,Mogi Mirim,Privada,Urbana,12,624.37,615.13,596.37,730.42,825,678.25
223,35139646,RIO BRANCO COLEGIO UNIDADE GRANJA VIANA,São Paulo,Cotia,Privada,Urbana,45,635.99,603.66,610.6,724.55,816.44,678.25
224,31259764,INSTITUTO DE EDUCACAO SANTA MARIA,Minas Gerais,Pompéu,Privada,Urbana,10,608.48,606.21,586.9,728.65,860,678.05
225,33063656,SOCIEDADE BRASILEIRA DE ENSINO - COLEGIO SION,Rio de Janeiro,Rio de Janeiro,Privada,Urbana,18,620.51,580.08,616.73,707.24,865.56,678.02
226,35287600,COLEGIO ANGLO LEONARDO DA VINCI,São Paulo,São Paulo,Privada,Urbana,16,617.93,608.1,609.84,731.26,822.5,677.93
227,35195005,COLEGIO ANGLO LEONARDO DA VINCI - UNIDADE 1 - ALPHAVILLE,São Paulo,Barueri,Privada,Urbana,57,633.24,606.52,603.42,732.53,813.68,677.88
228,17055830,COLEGIO INTERACAO VOZES ATIVAS,Tocantins,Palmas,Privada,Urbana,17,617.09,614.78,592.48,703.66,861.18,677.84
229,31205231,COL N SRA DE LOURDES,Minas Gerais,Lavras,Privada,Urbana,31,617.86,605.15,598.16,709.84,858.06,677.82
230,33228604,COLEGIO DE A A Z - UNIDADE BOTAFOGO,Rio de Janeiro,Rio de Janeiro,Privada,Urbana,70,623.98,601.1,609.45,728.33,826,677.77
231,26187353,COLEGIO NUCLEO - UNIDADE II,Pernambuco,Recife,Privada,Urbana,13,603.47,589.65,605.6,754.52,835.38,677.72
232,28018109,CURSO COLEGIO MODULO LTDA,Sergipe,Aracaju,Privada,Urbana,58,614.68,588.28,600.68,699.08,885.52,677.65
233,17055008,COLEGIO COC PALMAS,Tocantins,Palmas,Privada,Urbana,14,605.76,606.71,601.12,702.46,871.43,677.5
234,32041411,CENTRO EDUCACIONAL CHARLES DARWIN,Espirito Santo,Vitória,Privada,Urbana,261,616.97,599.65,597.36,712.35,861.15,677.49
235,52103137,ARENA ENEM VESTIBULARES EIRELI ME,Goiás,Goiânia,Privada,Urbana,52,623.86,595.17,604.12,717.27,846.54,677.39
236,53001087,CED LEONARDO DA VINCI,Distrito Federal,Brasília,Privada,Urbana,62,613.4,598.45,599.26,695.48,880.32,677.38
237,33322201,ESCOLA SESC DE ENSINO MEDIO,Rio de Janeiro,Rio de Janeiro,Privada,Urbana,154,627.87,584.78,609.99,680.82,883.25,677.34
238,31333361,CEFET-MG - UNED TIMOTEO,Minas Gerais,Timóteo,Federal,Urbana,75,629.75,602,598.02,736.69,819.2,677.13
239,35004269,COLEGIO POLIEDRO,São Paulo,Campinas,Privada,Urbana,68,620.28,601.99,603.18,725.09,834.71,677.05
240,32079583,IFES - CAMPUS CACHOEIRO DE ITAPEMIRIM,Espirito Santo,Cachoeiro de Itapemirim,Federal,Rural,68,628.13,607.37,606.86,722.65,820,677
241,31358266,COLEGIO FENIX POUSO ALEGRE -ENSINO FUNDAMENTAL ANOS FINAIS E ENSINO MEDIO,Minas Gerais,Pouso Alegre,Privada,Urbana,18,630.85,605.76,609.06,729.87,808.89,676.88
242,35136025,COLEGIO VISCONDE DE PORTO SEGURO - CAMPUS VALINHOS,São Paulo,Valinhos,Privada,Urbana,99,631.38,600.36,610.92,732.48,809.09,676.84
243,13025872,CENTRO EDUCACIONAL LATO SENSU,Amazonas,Manaus,Privada,Urbana,98,626.42,607.64,607.46,719.31,822.86,676.74
244,23069864,ARI DE SA CAVALCANTE COLEGIO - DUQUE DE CAXIAS,Ceará,Fortaleza,Privada,Urbana,176,617.97,592,590.82,725,857.73,676.7
245,35114960,SANTA URSULA RIBEIRAO PRETO EI EF EM INSTITUTO,São Paulo,Ribeirão Preto,Privada,Urbana,40,613.2,585.41,602.95,679.78,902,676.67
246,31041181,ESCOLA TECNICA DE DIVINOPOLIS,Minas Gerais,Divinópolis,Privada,Urbana,67,620.87,597.19,600.73,724.33,840,676.62
247,31180599,COLEGIO ALPHA,Minas Gerais,Varginha,Privada,Urbana,23,626.75,591.19,595.72,710.93,858.26,676.57
248,50032895,COLEGIO UNIGRAN - UNIDADE II,Mato Grosso do Sul,Dourados,Privada,Urbana,14,614.09,612.96,596.14,705.31,854.29,676.55
249,52083888,COLEGIO PROTAGORAS,Goiás,Goiânia,Privada,Urbana,195,611,599.41,595.63,692.49,884.21,676.55
250,35159013,RIO CLARO SISTEMA DE ENSINO,São Paulo,Rio Claro,Privada,Urbana,17,635.5,611.56,606.53,717.31,811.76,676.53
251,26109760,ESCOLA PARQUE DO RECIFE,Pernambuco,Jaboatão dos Guararapes,Privada,Urbana,10,618.56,585.08,614.4,740.31,824,676.47
252,33065365,ESCOLA NOVA GAVEA,Rio de Janeiro,Rio de Janeiro,Privada,Urbana,29,623.39,588.61,598.84,699.6,869.66,676.02
253,33105154,CENTRO EDUCACIONAL DA LAGOA,Rio de Janeiro,Rio de Janeiro,Privada,Urbana,12,621.28,590.57,607.99,709.68,850,675.91
254,35258143,NOVO COLEGIO,São Paulo,Franca,Privada,Urbana,30,619.46,580.58,595.75,728.07,855.33,675.84
255,31074098,COLEGIO DOS JESUITAS ASSOCIACAO NOBREGA DE EDUCACAO E ASSISTENCIA SOCIAL,Minas Gerais,Juiz de Fora,Privada,Urbana,172,619.65,587.7,593.66,701,875.93,675.59
256,23269316,MASTER SUL COLEGIO,Ceará,Fortaleza,Privada,Urbana,98,615.78,584.63,578.88,710.89,887.35,675.51
257,43175317,SOCIEDADE EDUCACIONAL MARIO QUINTANA LTDA,Rio Grande do Sul,Pelotas,Privada,Urbana,83,626.2,588.18,598,723.19,841.93,675.5
258,33126020,COLEGIO PAULO FREIRE,Rio de Janeiro,Niterói,Privada,Urbana,18,622.15,575.84,607.29,725.33,846.67,675.46
259,35140995,OBJETIVO JUNIOR COLEGIO,São Paulo,Taubaté,Privada,Urbana,15,629.24,627.53,615.33,733.03,772,675.43
260,35499778,ILIMIT EDUCACIONAL,São Paulo,Americana,Privada,Urbana,33,636.05,607.22,592.68,714.89,826.06,675.38
261,53012860,COL GALOIS,Distrito Federal,Brasília,Privada,Urbana,105,624.23,598.45,602.38,727.13,824.57,675.35
262,25129899,ISO COLEGIO E CURSOS,Paraíba,João Pessoa,Privada,Urbana,134,605.37,586.93,581.24,698.86,904.33,675.35
263,33055920,COLEGIO MV I ICARAI,Rio de Janeiro,Niterói,Privada,Urbana,17,636.59,577.97,611.72,708.72,841.18,675.24
264,31275531,COLEGIO BATISTA MINEIRO,Minas Gerais,Uberlândia,Privada,Urbana,16,616.12,595.01,601.7,705.42,857.5,675.15
265,35125436,SAPIENS CURSO E COLEGIO,São Paulo,São Carlos,Privada,Urbana,24,625.75,593.88,596.55,705.25,854.17,675.12
266,33018634,ESCOLA NOSSA SENHORA DE FATIMA,Rio de Janeiro,Três Rios,Privada,Urbana,29,621.58,585.08,601.23,700.9,865.52,674.86
267,31118311,COL STA TERESINHA,Minas Gerais,Formiga,Privada,Urbana,16,614.43,589.08,596.22,712.06,861.25,674.61
268,31354910,CENTRO EDUCACIONAL CAVE,Minas Gerais,Juiz de Fora,Privada,Urbana,61,636.24,599.38,609.96,700.82,826.56,674.59
269,31105899,COLEGIO COMERCIAL ITABIRANO,Minas Gerais,Itabira,Privada,Urbana,25,624.74,573.15,598.4,710.54,865.6,674.48
270,53001095,CED LEONARDO DA VINCI - UNID NORTE,Distrito Federal,Brasília,Privada,Urbana,175,624.9,594.52,607.34,688.01,856.91,674.34
271,31184331,COLEGIO SAGRADO CORACAO DE MARIA,Minas Gerais,UbÁ,Privada,Urbana,26,623.38,603.1,590.8,706.41,847.69,674.27
272,31245488,CEFET-MG - UNIDADE BELO HORIZONTE,Minas Gerais,Belo Horizonte,Federal,Urbana,460,626.5,600.63,602.82,740.05,800.83,674.16
273,35104620,SANTA CRUZ COLEGIO,São Paulo,São Paulo,Privada,Urbana,161,647.23,586.56,615.8,770.27,750.93,674.16
274,31193038,COLEGIO UNIVERSITARIO PADRE DE MAN,Minas Gerais,Coronel Fabriciano,Privada,Urbana,34,592.64,568.46,576.38,699.93,932.94,674.07
275,35141392,DRUMMOND COLEGIO,São Paulo,Ourinhos,Privada,Urbana,16,626.26,631.58,600.84,721.28,790,673.99
276,12031682,ESC COLEGIO SIGMA,Acre,Rio Branco,Privada,Urbana,14,627.53,608.16,605.26,694.22,832.86,673.6
277,42141036,COLEGIO ENERGIA,Santa Catarina,Chapecó,Privada,Urbana,26,617.53,603.22,597.75,723.29,826.15,673.59
278,42359260,COLEGIO CONHECER,Santa Catarina,Balneário Camboriú,Privada,Urbana,15,638.32,584.13,607.7,676.02,861.33,673.5
279,42109230,COLEGIO ENERGIA,Santa Catarina,Florianópolis,Privada,Urbana,176,623.58,596.49,601.13,729.92,816.14,673.45
280,53013670,CED LEONARDO DA VINCI - UNIDADE TAGUATINGA,Distrito Federal,Brasília,Privada,Urbana,184,616.63,592.11,601.3,694.24,861.85,673.23
281,31322903,ESCOLA SESI JOSE BENTO NOGUEIRA JUNQUEIRA,Minas Gerais,São Gonçalo do Sapucaí,Privada,Urbana,24,606.29,579.54,584.99,720.93,874.17,673.18
282,29454000,COLEGIO E CURSO A L LAVOISIER,Bahia,Cruz das Almas,Privada,Urbana,14,631.06,578.53,612.34,707.97,835.71,673.12
283,26181231,COLEGIO FAZER CRESCER - ENSINO MEDIO,Pernambuco,Recife,Privada,Urbana,33,634.69,595.65,601.73,753.56,779.39,673.01
284,33064369,ESCOLA ORT,Rio de Janeiro,Rio de Janeiro,Privada,Urbana,23,625.88,594.35,605.64,697.24,841.74,672.97
285,29318335,ESCOLA ANISIO TEIXEIRA,Bahia,Eunápolis,Privada,Urbana,20,624.61,604.58,593.87,696.97,844,672.81
286,35140648,SER COLEGIO,São Paulo,Jundiaí,Privada,Urbana,24,623.36,607.07,603.9,754.93,774.17,672.68
287,35121307,ANGLO CIDADE DE SAO CARLOS COLEGIO,São Paulo,São Carlos,Privada,Urbana,25,623.53,600.68,600.79,664.58,873.6,672.64
288,33109923,COL BAHIENSE LTDA,Rio de Janeiro,Rio de Janeiro,Privada,Urbana,35,610.77,587.71,596.04,715.85,852.57,672.59
289,33163863,GARRA VESTIBULARES ASS EDUCACIONAL LTDA - UNID 2,Rio de Janeiro,Volta Redonda,Privada,Urbana,15,619.65,586.34,589.83,688.05,878.67,672.51
290,24085499,OVER - NOVA PARNAMIRIM,Rio Grande do Norte,Parnamirim,Privada,Urbana,43,621.17,589.31,593.99,702.71,855.35,672.51
291,28017803,COLEGIO DE CIENCIAS PURA E APLICADA,Sergipe,Aracaju,Privada,Urbana,92,604.23,587.43,597.68,702.42,870.65,672.48
292,32071744,CE CHARLES DARWIN,Espirito Santo,Cariacica,Privada,Urbana,11,626.25,578.04,593.45,713.66,850.91,672.46
293,35107414,PASTEUR LICEU UNIDADE MAYRINK,São Paulo,São Paulo,Privada,Urbana,23,637.98,605.18,605.9,759.32,753.91,672.46
294,31367672,COLEGIO ELITE MASTER,Minas Gerais,Sete Lagoas,Privada,Urbana,26,626.23,586.2,588.48,690.14,870.77,672.36
295,26137631,COLEGIO NUCLEO,Pernambuco,Recife,Privada,Urbana,119,623.75,590.61,601.41,718.03,827.39,672.24
296,35581021,COLEGIO KELVIN SISTEMA DE ENSINO CATANDUVA,São Paulo,Catanduva,Privada,Urbana,24,622.45,608.32,599.12,702.96,828.33,672.24
297,33180580,EQUIPE A COLEGIO E CURSOS PREPARATORIOS,Rio de Janeiro,Saquarema,Privada,Urbana,14,623,594.68,593.09,686.1,864.29,672.23
298,32038224,COLEGIO MARISTA NOSSA SENHORA DA PENHA,Espirito Santo,Vila Velha,Privada,Urbana,65,621.89,584.59,591.41,704.48,858.77,672.23
299,35114820,MARISTA COLEGIO DE RIBEIRAO PRETO,São Paulo,Ribeirão Preto,Privada,Urbana,32,622,597.23,609.64,712.79,819.38,672.21
300,32010800,IFES - CAMPUS COLATINA,Espirito Santo,Colatina,Federal,Urbana,135,624.99,600.95,599.9,717.92,817.04,672.16
301,29181771,COLEGIO ANCHIETA,Bahia,Salvador,Privada,Urbana,191,623.27,603.02,606.49,720.85,806.7,672.07
302,25030540,COLEGIO MONTEIRO LOBATO,Paraíba,Itaporanga,Privada,Urbana,14,597.79,570.85,606.09,718.16,867.14,672.01
303,28017943,COLEGIO AMADEUS LTDA,Sergipe,Aracaju,Privada,Urbana,105,616.39,608.11,601.58,701.13,832.57,671.96
304,50005260,INSTITUTO EDUCACIONAL PAULO FREIRE,Mato Grosso do Sul,Campo Grande,Privada,Urbana,19,622.78,585.92,597.06,722.44,830.53,671.75
305,42121191,SOCIEDADE EDUCACIONAL POSIVILLE,Santa Catarina,Joinville,Privada,Urbana,27,624.43,609.59,603.58,699.56,821.48,671.73
306,33105405,COLEGIO PH,Rio de Janeiro,Rio de Janeiro,Privada,Urbana,120,619.74,586,597.59,708.51,846.67,671.7
307,35922948,COL TEC INDUSTRIAL PROF ISAAC PORTAL ROLDAN UNESP,São Paulo,Bauru,Estadual,Urbana,113,631.45,607.15,608.62,742.37,768.32,671.58
308,33182108,COLEGIO E CURSO PRW,Rio de Janeiro,Petrópolis,Privada,Urbana,18,613.43,578.74,600.16,709.34,855.56,671.45
309,31004197,COL SANTA MARIA FLORESTA,Minas Gerais,Belo Horizonte,Privada,Urbana,68,624.43,596.9,605.86,678.99,850.59,671.35
310,29241391,COLEGIO DA COOPERATIVA EDUCACIONAL DE CAETITE - COOPEC,Bahia,Caetité,Privada,Urbana,24,593.59,579.54,592.71,708.09,881.67,671.12
311,31365114,ESCOLA SESI BETIM MARIA MADALENA NOGUEIRA,Minas Gerais,Betim,Privada,Urbana,31,626.72,587.82,604.6,718.86,817.42,671.08
312,33066752,COLEGIO PALAS,Rio de Janeiro,Rio de Janeiro,Privada,Urbana,55,636.12,588.27,598.16,689.23,843.64,671.08
313,33078866,UNID INTEG GARRIGA DE MENEZES,Rio de Janeiro,Rio de Janeiro,Privada,Urbana,57,607.26,583.49,597.83,702.29,864.21,671.02
314,31031674,COLEGIO DIAMANTINENSE,Minas Gerais,Diamantina,Privada,Urbana,12,606.96,594.44,601,695.95,856.67,671
315,31000019,UFMG - COLEGIO TECNICO,Minas Gerais,Belo Horizonte,Federal,Urbana,162,618.79,608.97,602.5,734.32,789.88,670.89
316,31345857,CAT ANTONIO QUIRINO DA COSTA,Minas Gerais,Vespasiano,Privada,Urbana,28,628.35,584.61,597.13,704.37,839.29,670.75
317,31342327,COLEGIO CIDADE PARA DE MINAS,Minas Gerais,ParÁ de Minas,Privada,Urbana,12,614.48,576.46,571.89,704.18,886.67,670.74
318,31217123,COLEGUIUM - ENSINO FUNDAMENTAL E MEDIO,Minas Gerais,Belo Horizonte,Privada,Urbana,55,606.81,585.68,593.7,728.17,838.91,670.65
319,31334073,CEFET-MG - UNED VARGINHA,Minas Gerais,Varginha,Federal,Urbana,65,621.95,585.03,608.38,714.33,823.38,670.61
320,33180539,COLEGIO PH,Rio de Janeiro,Rio de Janeiro,Privada,Urbana,72,620.42,579.75,594.57,693.42,864.44,670.52
321,31005835,COLEGIO IMACULADA CONCEICAO,Minas Gerais,Belo Horizonte,Privada,Urbana,24,610.21,583.28,609.12,707.83,841.67,670.42
322,35159585,CELTAS DE VOTUPORANGA COLEGIO,São Paulo,Votuporanga,Privada,Urbana,30,613.49,592.43,592.19,698.64,855.33,670.42
323,29447518,COLEGIO MARISTA DE PATAMARES,Bahia,Salvador,Privada,Urbana,66,613.05,590.31,594.68,677.68,876.36,670.42
324,31344176,COLEGIO M2,Minas Gerais,Lagoa Santa,Privada,Urbana,15,618.33,596.78,595.27,708.02,833.33,670.35
325,35150745,LUMEN COLEGIO,São Paulo,Garça,Privada,Urbana,10,622.1,596.56,607.83,680.43,844,670.18
326,35121381,PRUDENTINA ESCOLA DE EDUCACAO BASICA,São Paulo,Presidente Prudente,Privada,Urbana,22,627.4,608.07,607.32,734.3,773.64,670.15
327,31254363,EBA - ESCOLA BATISTA DE ACESITA,Minas Gerais,Timóteo,Privada,Urbana,48,627.97,599.03,584.74,709.3,829.58,670.13
328,43238203,COLEGIO JOAO PAULO I,Rio Grande do Sul,Porto Alegre,Privada,Urbana,39,631.33,609.62,605.78,737.21,766.67,670.12
329,26122081,COLEGIO DAS DAMAS DA INSTRUCAO CRISTA,Pernambuco,Recife,Privada,Urbana,101,624.18,586.56,595.55,712.39,831.88,670.11
330,33098557,CENTRO DE ESTUDOS INTEGRADOS,Rio de Janeiro,Barra do Piraí,Privada,Urbana,22,615.22,590.47,599.19,690.14,855.45,670.1
331,35114078,KOELLE COLEGIO,São Paulo,Rio Claro,Privada,Urbana,59,613,604.55,601.33,734.97,795.93,669.96
332,52101363,COPE - COLEGIO PREPARAENEM,Goiás,Goiânia,Privada,Urbana,122,602.69,592.58,593.17,696.58,864.26,669.86
333,28033450,ALTERNATIVO CURSO E COLEGIO,Sergipe,Itabaiana,Privada,Urbana,63,616.23,586.26,599,689.27,858.1,669.77
334,31005614,COLEGIO SANTA MARIA CORACAO EUCARISTICO,Minas Gerais,Belo Horizonte,Privada,Urbana,61,621.48,586.8,598.48,701.21,840.33,669.66
335,31327026,CENTRO EDUCACIONAL RENOVACAO,Minas Gerais,Pouso Alegre,Privada,Urbana,43,602.97,599.83,587.73,713.2,843.26,669.4
336,23066814,CECILIA COLEGIO SANTA,Ceará,Fortaleza,Privada,Urbana,144,609.17,584.37,591.48,711.05,850.83,669.38
337,31102385,ESCOLA SERVITA REGINA PACIS,Minas Gerais,Carangola,Privada,Urbana,12,614.39,580.33,598.45,708.64,845,669.36
338,35113086,NEXT COLEGIO,São Paulo,Itatiba,Privada,Urbana,20,607.93,601.81,592.61,713.3,831,669.33
339,22126988,INSTITUTO DE ENSINO INTELLECTUS,Piauí,Campo Maior,Privada,Urbana,21,617.92,569.83,587.86,700.08,870.48,669.23
340,32041209,IFES - CAMPUS VITORIA,Espirito Santo,Vitória,Federal,Urbana,259,618.51,608.95,596.94,731.54,790.12,669.21
341,31347914,IF SUDESTE MG - CAMPUS MURIAE,Minas Gerais,Muriaé,Federal,Urbana,62,614.12,591.9,590.5,711.35,838.06,669.19
342,53001222,CED SIGMA,Distrito Federal,Brasília,Privada,Urbana,204,622.45,603.82,606.22,717.6,795.29,669.08
343,35125659,AMERICANA INSTITUTO EDUCACIONAL DE,São Paulo,Americana,Privada,Urbana,36,626.23,595.23,609.13,713.94,800.56,669.02
344,31246166,INST MARIA AUGUSTA MACHADO - IMAM,Minas Gerais,Lagoa da Prata,Privada,Urbana,19,616.12,579.79,584.01,682.69,882.11,668.94
345,35430808,COLEGIO PROGRESSO - UNIDADE VINHEDO,São Paulo,Vinhedo,Privada,Urbana,35,614.71,587.53,593.91,687.94,860,668.82
346,31006327,COL PITAGORAS CIDADE JARDIM,Minas Gerais,Belo Horizonte,Privada,Urbana,41,630.61,580.24,604.46,716.06,812.68,668.81
347,33055947,COLEGIO SALESIANO SANTA ROSA,Rio de Janeiro,Niterói,Privada,Urbana,62,610.63,581.71,592.41,685.83,873.23,668.76
348,32074964,COLEGIO SALESIANO JARDIM CAMBURI,Espirito Santo,Vitória,Privada,Urbana,70,609.29,578.07,592.41,712.83,850.86,668.69
349,26197405,COLEGIO EXIMIUS,Pernambuco,Recife,Privada,Urbana,14,618.22,587.31,593.59,717.11,827.14,668.68
350,22022503,COLEGIO SAO FRANCISCO DE SALES - DIOCESANO,Piauí,Teresina,Privada,Urbana,63,610.66,572.49,598.31,709.89,851.43,668.55
351,35132007,ANTARES COLEGIO,São Paulo,Americana,Privada,Urbana,54,618.91,598.82,592.06,704.37,828.52,668.54
352,33110328,COLEGIO PH,Rio de Janeiro,Rio de Janeiro,Privada,Urbana,122,617.93,579.55,600.3,703.23,841.64,668.53
353,35101278,SAO JOSE COLEGIO AGOSTINIANO,São Paulo,São Paulo,Privada,Urbana,60,618.61,586.86,596.02,725.93,814.67,668.42
354,24085634,CENTRO EDUCACIONAL MASTER,Rio Grande do Norte,Natal,Privada,Urbana,12,611.26,594.77,580.74,701.67,853.33,668.36
355,15103080,GRUPO FUTURO EDUCACIONALMARABA,Pará,Marabá,Privada,Urbana,30,612.16,583.35,592.1,684.42,869.33,668.27
356,35124072,SANTA INES COLEGIO,São Paulo,São José do Rio Pardo,Privada,Urbana,15,615.92,572.47,586.83,709.46,856,668.13
357,31219126,ESC PROF JAIRO GROSSI,Minas Gerais,Caratinga,Privada,Urbana,14,606.66,589.39,589.31,716.14,838.57,668.01
358,24031372,COLEGIO DIOCESANO SERIDOENSE,Rio Grande do Norte,Caicó,Privada,Urbana,15,619.97,604.77,592.71,654.49,868,667.99
359,31041327,COLEGIO SANT ANA,Minas Gerais,Itaúna,Privada,Urbana,28,624.66,593.8,599.52,713.96,807.86,667.96
360,35004369,COLEGIO PLANCK,São Paulo,São José dos Campos,Privada,Urbana,31,632.9,590.48,606.06,720.25,789.68,667.87
361,33063648,COLEGIO SAO VICENTE DE PAULO,Rio de Janeiro,Rio de Janeiro,Privada,Urbana,62,622.67,582.86,608.05,708.06,817.74,667.87
362,31105953,COLEGIO KENNEDY 1¦ E 2¦ GRAUS,Minas Gerais,João Monlevade,Privada,Urbana,15,593.85,580.95,596.67,743.69,824,667.83
363,31018864,CENTRO DE EDUCACAO ANGHER,Minas Gerais,Barbacena,Privada,Urbana,17,613.97,576.78,608.87,712.25,827.06,667.78
364,31133701,COLEGIO NOSSA SENHORA DO CARMO,Minas Gerais,Viçosa,Privada,Urbana,26,600.91,565.02,588.48,696.74,887.69,667.77
